,local_date,hours,jobcode_1,jobcode_2,activity,billable,class,service item,emp_name,salary,activities,has_flags,flag_types
706,2019-07-16 00:00:00,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
707,2019-07-16 00:00:00,1.5,Lunch Break,,,,,,EMP_4,0,,,
708,2019-07-16 00:00:00,0.5,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
709,2019-07-16 00:00:00,0.58,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_4,0,,,
710,2019-07-16 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
711,2019-07-16 00:00:00,1.08,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
712,2019-07-17 00:00:00,0.08,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
713,2019-07-17 00:00:00,1.42,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
714,2019-07-17 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
715,2019-07-17 00:00:00,0.75,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
716,2019-07-17 00:00:00,0.83,Lunch Break,,,,,,EMP_4,0,,,
717,2019-07-17 00:00:00,2.42,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
718,2019-07-17 00:00:00,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
719,2019-07-18 00:00:00,0.5,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
720,2019-07-18 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
721,2019-07-18 00:00:00,0.33,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
722,2019-07-18 00:00:00,0.5,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
723,2019-07-18 00:00:00,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
724,2019-07-18 00:00:00,1.08,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
725,2019-07-19 00:00:00,1.5,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
726,2019-07-19 00:00:00,2.0,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
727,2019-07-22 00:00:00,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
728,2019-07-22 00:00:00,1.25,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
729,2019-07-22 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
730,2019-07-22 00:00:00,1.0,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
731,2019-07-22 00:00:00,1.0,Lunch Break,,,,,,EMP_4,0,,,
732,2019-07-22 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
733,2019-07-22 00:00:00,1.0,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
734,2019-07-22 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
735,2019-07-22 00:00:00,0.25,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
736,2019-07-23 00:00:00,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
737,2019-07-23 00:00:00,0.33,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_4,0,,,
738,2019-07-23 00:00:00,1.0,Gabel Energy,,Gabel: Misc,No,Nonresidential,Overhead,EMP_4,0,,,
739,2019-07-23 00:00:00,1.0,Lunch Break,,,,,,EMP_4,0,,,
740,2019-07-23 00:00:00,0.33,Gabel Energy,,Gabel: Misc,No,Nonresidential,Overhead,EMP_4,0,,,
741,2019-07-23 00:00:00,0.58,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
742,2019-07-23 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
743,2019-07-23 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
744,2019-07-23 00:00:00,1.33,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_4,0,,,
745,2019-07-24 00:00:00,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
746,2019-07-24 00:00:00,0.25,Gabel Energy,,Gabel: Proposal,No,Nonresidential,Overhead,EMP_4,0,,,
747,2019-07-24 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
748,2019-07-25 00:00:00,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
749,2019-07-25 00:00:00,0.33,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
750,2019-07-25 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
751,2019-07-25 00:00:00,0.42,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
752,2019-07-25 00:00:00,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
753,2019-07-25 00:00:00,0.33,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
754,2019-07-25 00:00:00,1.0,Lunch Break,,,,,,EMP_4,0,,,
755,2019-07-25 00:00:00,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
756,2019-07-25 00:00:00,0.42,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_4,0,,,
757,2019-07-25 00:00:00,0.67,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
758,2019-07-25 00:00:00,1.0,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_4,0,,,
759,2019-07-26 00:00:00,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
760,2019-07-26 00:00:00,1.0,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
761,2019-07-26 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
762,2019-07-26 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
763,2019-07-26 00:00:00,0.75,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
764,2019-07-26 00:00:00,1.0,Lunch Break,,,,,,EMP_4,0,,,
765,2019-07-26 00:00:00,1.75,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
766,2019-07-26 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
767,2019-07-29 00:00:00,0.33,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
768,2019-07-29 00:00:00,0.67,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
769,2019-07-29 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
770,2019-07-29 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
771,2019-07-29 00:00:00,0.75,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
772,2019-07-29 00:00:00,0.92,Lunch Break,,,,,,EMP_4,0,,,
773,2019-07-29 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
774,2019-07-29 00:00:00,1.92,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
775,2019-07-30 00:00:00,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
776,2019-07-30 00:00:00,1.5,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
777,2019-08-01 00:00:00,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
778,2019-08-01 00:00:00,0.75,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
779,2019-08-01 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
780,2019-08-01 00:00:00,0.75,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
781,2019-08-01 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
782,2019-08-01 00:00:00,0.67,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
783,2019-08-01 00:00:00,1.0,Lunch Break,,,,,,EMP_4,0,,,
784,2019-08-01 00:00:00,1.25,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
785,2019-08-02 00:00:00,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
786,2019-08-02 00:00:00,0.92,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead,EMP_4,0,,,
787,2019-08-02 00:00:00,0.17,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
788,2019-08-05 00:00:00,0.75,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
789,2019-08-05 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
790,2019-08-05 00:00:00,0.75,Lunch Break,,,,,,EMP_4,0,,,
791,2019-08-05 00:00:00,0.5,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_4,0,,,
792,2019-08-05 00:00:00,1.0,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
793,2019-08-05 00:00:00,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
794,2019-08-05 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
795,2019-08-05 00:00:00,1.0,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
796,2019-08-05 00:00:00,0.5,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
797,2019-08-06 00:00:00,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
798,2019-08-06 00:00:00,1.25,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
799,2019-08-06 00:00:00,1.25,Lunch Break,,,,,,EMP_4,0,,,
800,2019-08-06 00:00:00,0.25,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
801,2019-08-06 00:00:00,1.0,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
802,2019-08-06 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
803,2019-08-06 00:00:00,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
804,2019-08-06 00:00:00,1.5,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
805,2019-08-08 00:00:00,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
806,2019-08-08 00:00:00,0.92,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
807,2019-08-09 00:00:00,4.17,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_4,0,,,
808,2019-08-09 00:00:00,0.33,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_4,0,,,
809,2019-08-09 00:00:00,2.0,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_4,0,,,
810,2019-08-09 00:00:00,1.0,Lunch Break,,,,,,EMP_4,0,,,
811,2019-08-09 00:00:00,0.17,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead,EMP_4,0,,,
812,2019-08-09 00:00:00,0.67,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
813,2019-08-09 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
814,2019-08-09 00:00:00,1.0,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
815,2019-08-09 00:00:00,0.42,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
816,2019-08-10 00:00:00,4.42,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_4,0,,,
817,2019-08-12 00:00:00,0.5,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
818,2019-08-12 00:00:00,0.33,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
819,2019-08-12 00:00:00,0.33,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_4,0,,,
820,2019-08-12 00:00:00,2.0,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
821,2019-08-12 00:00:00,1.0,Lunch Break,,,,,,EMP_4,0,,,
822,2019-08-12 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
823,2019-08-12 00:00:00,0.5,Loeb Lighting Services,19022 Walmart LTO,Develop Report,No,Nonresidential,Energy Code Compliance Work,EMP_4,0,,,
824,2019-08-12 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
825,2019-08-12 00:00:00,0.5,Loeb Lighting Services,19022 Walmart LTO,Develop Report,No,Nonresidential,Energy Code Compliance Work,EMP_4,0,,,
826,2019-08-13 00:00:00,0.25,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_4,0,,,
827,2019-08-13 00:00:00,1.5,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
828,2019-08-13 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
829,2019-08-13 00:00:00,1.0,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
830,2019-08-13 00:00:00,1.0,Lunch Break,,,,,,EMP_4,0,,,
831,2019-08-13 00:00:00,1.0,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
832,2019-08-13 00:00:00,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
833,2019-08-15 00:00:00,1.25,Loeb Lighting Services,19022 Walmart LTO,Develop Report,No,Nonresidential,Energy Code Compliance Work,EMP_4,0,,,
834,2019-08-15 00:00:00,0.5,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
835,2019-08-15 00:00:00,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
836,2019-08-15 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
837,2019-08-15 00:00:00,2.0,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
838,2019-08-15 00:00:00,1.0,Lunch Break,,,,,,EMP_4,0,,,
839,2019-08-16 00:00:00,1.17,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
840,2019-08-16 00:00:00,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
841,2019-08-16 00:00:00,1.0,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
842,2019-08-16 00:00:00,1.0,Lunch Break,,,,,,EMP_4,0,,,
843,2019-08-16 00:00:00,1.0,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
844,2019-08-16 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
845,2019-08-16 00:00:00,0.58,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
846,2019-08-16 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
847,2019-08-19 00:00:00,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
848,2019-08-19 00:00:00,0.33,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_4,0,,,
849,2019-08-19 00:00:00,1.67,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead,EMP_4,0,,,
850,2019-08-19 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
851,2019-08-19 00:00:00,1.0,Lunch Break,,,,,,EMP_4,0,,,
852,2019-08-19 00:00:00,1.0,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
853,2019-08-19 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
854,2019-08-19 00:00:00,0.75,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
855,2019-08-19 00:00:00,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
856,2019-08-20 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
857,2019-08-20 00:00:00,0.92,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
858,2019-08-20 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
859,2019-08-20 00:00:00,1.25,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
860,2019-08-20 00:00:00,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
861,2019-08-20 00:00:00,1.0,Lunch Break,,,,,,EMP_4,0,,,
862,2019-08-20 00:00:00,2.08,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
863,2019-08-22 00:00:00,1.0,Lunch Break,,,,,,EMP_4,0,,,
864,2019-08-22 00:00:00,1.0,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead,EMP_4,0,,,
865,2019-08-22 00:00:00,1.5,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
866,2019-08-22 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
867,2019-08-22 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
868,2019-08-22 00:00:00,1.17,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
869,2019-08-22 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
870,2019-08-26 00:00:00,0.5,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
871,2019-08-26 00:00:00,0.25,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_4,0,,,
872,2019-08-26 00:00:00,1.25,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
873,2019-08-26 00:00:00,1.0,Lunch Break,,,,,,EMP_4,0,,,
874,2019-08-26 00:00:00,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
875,2019-08-26 00:00:00,0.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,"T31802: Conference Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_4,0,,,
876,2019-08-27 00:00:00,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
877,2019-08-27 00:00:00,0.25,Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,EMP_4,0,,,
878,2019-08-27 00:00:00,0.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,"T31802: Conference Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_4,0,,,
879,2019-08-27 00:00:00,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,"T31802: Conference Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_4,0,,,
880,2019-08-27 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
881,2019-08-27 00:00:00,0.58,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_4,0,,,
882,2019-08-27 00:00:00,0.92,Lunch Break,,,,,,EMP_4,0,,,
883,2019-08-27 00:00:00,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
884,2019-08-27 00:00:00,0.08,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_4,0,,,
885,2019-08-27 00:00:00,0.5,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
886,2019-08-27 00:00:00,1.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,"T31802: Conference Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_4,0,,,
887,2019-08-28 00:00:00,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,"T31802: Conference Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_4,0,,,
888,2019-08-28 00:00:00,1.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,"T31802: Conference Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_4,0,,,
889,2019-08-28 00:00:00,2.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,"T31802: Conference Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_4,0,,,
890,2019-08-29 00:00:00,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
891,2019-08-30 00:00:00,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
892,2019-08-30 00:00:00,0.58,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_4,0,,,
893,2019-08-30 00:00:00,0.33,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_4,0,,,
894,2019-09-02 00:00:00,4.0,Holiday,,,,,,EMP_4,0,,,
895,2019-09-03 00:00:00,4.0,PTO,,,,,,EMP_4,0,,,
896,2019-09-05 00:00:00,1.08,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
897,2019-09-05 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
898,2019-09-05 00:00:00,0.5,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
899,2019-09-05 00:00:00,1.25,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
900,2019-09-05 00:00:00,1.0,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead,EMP_4,0,,,
901,2019-09-06 00:00:00,4.0,PTO,,,,,,EMP_4,0,,,
902,2019-09-09 00:00:00,4.33,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_4,0,,,
903,2019-09-09 00:00:00,1.33,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
904,2019-09-09 00:00:00,1.17,Lunch Break,,,,,,EMP_4,0,,,
905,2019-09-09 00:00:00,1.92,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
906,2019-09-09 00:00:00,1.42,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
907,2019-09-09 00:00:00,0.83,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
908,2019-09-09 00:00:00,0.08,Rest Break,,,,,,EMP_4,0,,,
909,2019-09-09 00:00:00,0.25,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
910,2019-09-09 00:00:00,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
911,2019-09-10 00:00:00,4.5,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
912,2019-09-10 00:00:00,0.5,Lunch Break,,,,,,EMP_4,0,,,
913,2019-09-10 00:00:00,5.0,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_4,0,,,
914,2019-09-11 00:00:00,0.58,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_4,0,,,
915,2019-09-11 00:00:00,1.33,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
916,2019-09-11 00:00:00,0.25,Rest Break,,,,,,EMP_4,0,,,
917,2019-09-11 00:00:00,0.83,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_4,0,,,
918,2019-09-11 00:00:00,0.25,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_4,0,,,
919,2019-09-11 00:00:00,1.0,Lunch Break,,,,,,EMP_4,0,,,
920,2019-09-11 00:00:00,1.33,NORESCO,19108 SCE 2019 ECA Resources Update,S21902: App Guides,Yes,Utilities:NORESCO,Sub-NORESCO,EMP_4,0,,,
921,2019-09-12 00:00:00,0.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,"T31802: Conference Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_4,0,,,
922,2019-09-12 00:00:00,3.67,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,"T31802: Conference Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_4,0,,,
923,2019-09-12 00:00:00,0.5,Lunch Break,,,,,,EMP_4,0,,,
