,local_date,hours,jobcode_1,jobcode_2,activities,billable,class,service item,has_flags,flag_types,emp_name,salary
356,2019-03-16,3.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31805: Forms NRCC-MCH 2016,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
357,2019-03-16,0.75,Lunch Break,,,,,,,,EMP_6,1
358,2019-03-16,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31805: Forms NRCC-MCH 2016,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
359,2019-03-16,2.75,Douglas Pancake Architects,19066 Cadence Senior Living,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
360,2019-03-17,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31822: Supporting 2019 Updates,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
361,2019-03-17,0.78,Jacobs,19068 - Equinix SV10-AUG,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
362,2019-03-17,0.92,Jacobs,19068 - Equinix SV10-AUG,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
363,2019-03-17,3.08,Douglas Pancake Architects,19066 Cadence Senior Living,Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,,,EMP_6,1
364,2019-03-18,2.75,ColRich,19073 ColRich Master Agreement,Meeting,Yes,Nonresidential,Consulting,,,EMP_6,1
365,2019-03-18,2.5,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
366,2019-03-19,9.58,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,"T21801: Training General (add notes): When it doesn't fit in anywhere else, NOT a new project",Yes,Utilities:SDG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
367,2019-03-19,1.67,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
368,2019-03-20,8.0,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,"T21801: Training General (add notes): When it doesn't fit in anywhere else, NOT a new project",Yes,Utilities:SDG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
369,2019-03-21,2.0,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
370,2019-03-21,4.0,SCE,19003 Codes and Standards,T21811: Res Lighting - 1/2 Day Class,Yes,Utilities:Other Utilities,Task 2 - Standards Essential Courses,,,EMP_6,1
371,2019-03-22,0.0,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
372,2019-03-22,3.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11901: Decoding QII,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
373,2019-03-22,1.0,"2050 Partners, Inc.",18327 Code Readiness MultiFamily,S11801: Initial MF Code Ready - 2050,Yes,Utilities:Other Utilities,Sub - 2050,,,EMP_6,1
374,2019-03-22,1.0,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
375,2019-03-22,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31822: Supporting 2019 Updates,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
376,2019-03-22,0.5,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
377,2019-03-22,1.67,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
378,2019-03-22,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11901: Decoding QII,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
379,2019-03-23,1.0,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
380,2019-03-24,1.92,Douglas Pancake Architects,19066 Cadence Senior Living,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
381,2019-03-25,4.08,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
382,2019-03-25,0.75,Lunch Break,,,,,,,,EMP_6,1
383,2019-03-25,2.92,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
384,2019-03-25,0.75,Pacific Gas & Electric - Kelly Task 4,19006 - Task 4 - Kelly Contract,T#1802: General/Admin Support (not SME tasks),Yes,Utilities:PG&E,Task 4 - Future Code Work,,,EMP_6,1
385,2019-03-25,0.75,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
386,2019-03-25,0.92,Douglas Pancake Architects,19066 Cadence Senior Living,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
387,2019-03-25,3.83,Douglas Pancake Architects,19066 Cadence Senior Living,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
388,2019-03-26,3.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11901: Decoding QII,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
389,2019-03-26,0.5,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
390,2019-03-26,0.75,Lunch Break,,,,,,,,EMP_6,1
391,2019-03-26,0.75,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
392,2019-03-26,5.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11901: Decoding QII,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
393,2019-03-27,2.67,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11901: Decoding QII,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
394,2019-03-27,0.33,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
395,2019-03-27,1.92,Amit Wadhwa & Associates,19081 - 45 Fremont,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
396,2019-03-27,2.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11901: Decoding QII,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
397,2019-03-27,0.58,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
398,2019-03-27,1.25,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
399,2019-03-27,1.33,Douglas Pancake Architects,19066 Cadence Senior Living,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
400,2019-03-28,0.5,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
401,2019-03-28,1.33,Pacific Gas & Electric - Kelly Task 4,19006 - Task 4 - Kelly Contract,T41801: Advocacy General:,Yes,Utilities:PG&E,Task 4 - Future Code Work,,,EMP_6,1
402,2019-03-28,0.92,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
403,2019-03-28,0.5,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
404,2019-03-28,1.08,Jacobs,19068 - Equinix SV10-AUG,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
405,2019-03-28,0.33,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
406,2019-03-28,0.83,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
407,2019-03-28,1.08,Lunch Break,,,,,,,,EMP_6,1
408,2019-03-28,0.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
409,2019-03-28,0.17,Douglas Pancake Architects,19066 Cadence Senior Living,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
410,2019-03-28,3.08,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
411,2019-03-29,0.5,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
412,2019-03-29,0.58,Douglas Pancake Architects,19066 Cadence Senior Living,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
413,2019-03-29,0.67,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31809: NR Lighting Alteration(s),Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
414,2019-03-29,2.5,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
415,2019-03-29,7.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31822: Supporting 2019 Updates,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
416,2019-03-31,1.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
417,2019-03-31,0.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
418,2019-03-31,3.08,Lunch Break,,,,,,,,EMP_6,1
419,2019-03-31,2.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
420,2019-04-01,0.83,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
421,2019-04-01,0.83,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31822: Supporting 2019 Updates,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
422,2019-04-01,0.17,Douglas Pancake Architects,19066 Cadence Senior Living,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
423,2019-04-01,1.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
424,2019-04-01,1.75,Douglas Pancake Architects,19066 Cadence Senior Living,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
425,2019-04-01,0.42,Lunch Break,,,,,,,,EMP_6,1
426,2019-04-01,0.08,Douglas Pancake Architects,19066 Cadence Senior Living,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
427,2019-04-01,3.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
428,2019-04-02,9.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31801: Other SME Task 3: General,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
429,2019-04-03,1.0,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
430,2019-04-03,0.75,Douglas Pancake Architects,19066 Cadence Senior Living,Meeting,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
431,2019-04-03,1.83,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
432,2019-04-03,1.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
433,2019-04-03,0.58,Lunch Break,,,,,,,,EMP_6,1
434,2019-04-03,1.42,Douglas Pancake Architects,19066 Cadence Senior Living,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
435,2019-04-03,3.67,@ Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,,,EMP_6,1
436,2019-04-04,0.33,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
437,2019-04-04,0.25,BDE Architecture Inc.,17168-GR 1301 16th Street SF,Project Coordination,Yes,Nonresidential,CA Phase,,,EMP_6,1
438,2019-04-04,1.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
439,2019-04-04,1.58,Douglas Pancake Architects,19066 Cadence Senior Living,Develop Report,Yes,Nonresidential,Extra Services,,,EMP_6,1
440,2019-04-04,0.58,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
441,2019-04-04,0.67,Lunch Break,,,,,,,,EMP_6,1
442,2019-04-04,0.58,Douglas Pancake Architects,19066 Cadence Senior Living,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
443,2019-04-04,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
444,2019-04-04,2.25,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
445,2019-04-04,1.25,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
446,2019-04-04,0.83,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31822: Supporting 2019 Updates,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
447,2019-04-05,0.83,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31814: Weekly/Monthly Check Ins: Weekly meeting with managers, instructor calls, etc.",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
448,2019-04-05,0.42,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,T31801: Other SME Task 3: General,Yes,Utilities:SDG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
449,2019-04-05,0.33,BDE Architecture Inc.,17168-GR 1301 16th Street SF,Meeting,Yes,Nonresidential,CA Phase,,,EMP_6,1
450,2019-04-05,0.33,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
451,2019-04-05,0.33,"2050 Partners, Inc.",18327 Code Readiness MultiFamily,S21801: MF Code Readiness - 2050,Yes,Utilities:Other Utilities,Sub - 2050,,,EMP_6,1
452,2019-04-05,0.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
453,2019-04-05,2.42,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
454,2019-04-05,4.83,Pacific Gas & Electric - Kelly Task 4,19006 - Task 4 - Kelly Contract,T41806: SBD,Yes,Utilities:PG&E,Task 4 - Future Code Work,,,EMP_6,1
455,2019-04-06,1.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31821: 2019 Lighting Wheel,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
456,2019-04-06,0.58,Pacific Gas & Electric - Kelly Task 4,19006 - Task 4 - Kelly Contract,T41801: Advocacy General:,Yes,Utilities:PG&E,Task 4 - Future Code Work,,,EMP_6,1
457,2019-04-06,4.25,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
458,2019-04-07,2.18,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
459,2019-04-07,2.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
460,2019-04-08,0.75,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
461,2019-04-08,2.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
462,2019-04-08,2.0,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
463,2019-04-08,0.58,Pacific Gas & Electric - Kelly Task 4,19006 - Task 4 - Kelly Contract,T41801: Advocacy General:,Yes,Utilities:PG&E,Task 4 - Future Code Work,,,EMP_6,1
464,2019-04-08,3.25,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
465,2019-04-08,1.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11801: Decoding: General (add notes):,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
466,2019-04-09,0.5,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
467,2019-04-09,0.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
468,2019-04-09,0.42,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
469,2019-04-09,2.08,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
470,2019-04-09,1.0,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
471,2019-04-09,1.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31823: Supporting 2019 Forms,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
472,2019-04-09,0.83,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
473,2019-04-09,1.0,K2D Consulting Engineers,18341 Ongoing Soody Support,Energy Model/Takeoffs,Yes,Residential,Consulting,,,EMP_6,1
474,2019-04-09,0.67,Douglas Pancake Architects,19066 Cadence Senior Living,Develop Report,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
475,2019-04-09,0.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
476,2019-04-10,0.5,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
477,2019-04-10,1.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
478,2019-04-10,0.5,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
479,2019-04-10,6.25,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
480,2019-04-10,1.25,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
481,2019-04-10,0.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
482,2019-04-11,10.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21805: NR Lighting 2016,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
483,2019-04-12,2.75,@ Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead,,,EMP_6,1
484,2019-04-12,1.75,@ Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,,,EMP_6,1
485,2019-04-12,5.5,Pacific Gas & Electric - Kelly Task 4,19006 - Task 4 - Kelly Contract,T41806: SBD,Yes,Utilities:PG&E,Task 4 - Future Code Work,,,EMP_6,1
486,2019-04-14,2.33,@ Gabel Energy,,Gabel: Proposal,No,Nonresidential,Overhead,,,EMP_6,1
487,2019-04-14,0.42,K2D Consulting Engineers,18341 Ongoing Soody Support,,,,,,,EMP_6,1
488,2019-04-15,0.58,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
489,2019-04-15,0.67,K2D Consulting Engineers,18341 Ongoing Soody Support,Energy Model/Takeoffs,Yes,Residential,Consulting,,,EMP_6,1
490,2019-04-15,2.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
491,2019-04-15,0.08,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
492,2019-04-15,0.92,Lunch Break,,,,,,,,EMP_6,1
493,2019-04-15,0.17,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
494,2019-04-15,0.92,"2050 Partners, Inc.",18327 Code Readiness MultiFamily,S21801: MF Code Readiness - 2050,Yes,Utilities:Other Utilities,Sub - 2050,,,EMP_6,1
495,2019-04-15,0.33,@ Gabel Energy,,Gabel: Office Management,No,Nonresidential,Overhead,,,EMP_6,1
496,2019-04-15,1.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
497,2019-04-15,1.42,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
498,2019-04-16,0.42,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
499,2019-04-16,2.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
500,2019-04-16,4.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
501,2019-04-16,2.67,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31821: 2019 Lighting Wheel,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
502,2019-04-17,0.33,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
503,2019-04-17,3.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31821: 2019 Lighting Wheel,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
504,2019-04-17,1.0,Lunch Break,,,,,,,,EMP_6,1
505,2019-04-17,0.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31821: 2019 Lighting Wheel,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
506,2019-04-17,1.5,BDE Architecture Inc.,14129-MKC7 Acheson Commons-Building D,Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,,,EMP_6,1
507,2019-04-17,1.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
508,2019-04-17,4.0,@ Gabel Energy,,Gabel: Special Projects,No,Nonresidential,Overhead,,,EMP_6,1
509,2019-04-18,0.67,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
510,2019-04-18,2.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
511,2019-04-18,6.92,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31823: Supporting 2019 Forms,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
512,2019-04-19,0.75,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,T#1803: Admin Accounting Support,Yes,Utilities:SDG&E,Task 3 - Compliance Improvement,,,EMP_6,1
513,2019-04-19,0.5,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
514,2019-04-19,1.0,SCE,19003 Codes and Standards,T#1803: Admin Accounting Support,Yes,,Task 3 - Compliance Improvement,,,EMP_6,1
515,2019-04-19,1.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,,Task 3 - Compliance Improvement,,,EMP_6,1
516,2019-04-19,1.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T#1802: General/Admin Support (not SME tasks),Yes,,Task 3 - Compliance Improvement,,,EMP_6,1
517,2019-04-19,3.0,@ Gabel Energy,,Gabel: Project Coordination (non-billable),No,Nonresidential,Overhead,,,EMP_6,1
518,2019-04-20,0.33,@ Gabel Energy,,Gabel: Proposal,No,Residential,Overhead,,,EMP_6,1
519,2019-04-20,1.08,@ Gabel Energy,,Gabel: Proposal,No,Nonresidential,Overhead,,,EMP_6,1
520,2019-04-20,2.58,Elevation Design + Architecture,19109 - Buntrock E+A,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work,,,EMP_6,1
521,2019-04-20,0.92,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
522,2019-04-21,1.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31821: 2019 Lighting Wheel,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
523,2019-04-22,0.5,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
524,2019-04-22,0.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31822: Supporting 2019 Updates,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
525,2019-04-22,0.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
